 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 72 265  -1 267  47  49 271  49 268  50  48  52  -1  78 275  -1 
 72 265  -1 267  47  49 271  49 268  52  48  52  -1  78 275 116 
271  -1  -1  -1  -1  -1  -1  -1  48  -1  -1  -1 275 109  -1  -1 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 72 265  -1 267  47  49 271  49 268  52  48  52  -1  78 275 116 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
271  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 72 265  -1 267  47  49 271  49 268  50  48  54  -1  -1 273 114 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 72 265  -1 267  47  49 271  49 268  52  48  49  -1  85 274 273 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
263 271  -1  -1  -1  -1  -1  -1  66  -1  -1  -1  -1  -1  -1  -1 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 272  -2 
 -2 265  -1 267  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2 275  -2 
